id,name,country_code,district,population,population_perc
271,Maringa,BRA,Parana,286461,0.1683925579754871
272,Montes Claros,BRA,Minas Gerais,286058,0.1681556594068718
273,Anapolis,BRA,Goias,282197,0.1658860182817506
274,Florianopolis,BRA,Santa Catarina,281928,0.1657278899567939
275,Petropolis,BRA,Rio de Janeiro,279183,0.164114275637069
276,Itaquaquecetuba,BRA,Sao Paulo,270874,0.1592299326925903
277,Vitoria,BRA,EspIrito Santo,270626,0.1590841489580577
278,Ponta Grossa,BRA,Parana,268013,0.1575481292067131
279,Rio Branco,BRA,Acre,259537,0.1525656173764806
280,Foz do Iguacu,BRA,Parana,259425,0.1524997795608852
281,Macapa,BRA,Amapa,256033,0.1505058342885695
282,Ilheus,BRA,Bahia,254970,0.149880962878053
283,Vitoria da Conquista,BRA,Bahia,253587,0.1490679834229785
284,uberaba,BRA,Minas Gerais,249225,0.146503835640596
285,Paulista,BRA,Pernambuco,248473,0.1460617817358845
286,Limeira,BRA,Sao Paulo,245497,0.1443123769214943
287,Blumenau,BRA,Santa Catarina,244379,0.1436551744408194
288,Caruaru,BRA,Pernambuco,244247,0.1435775798724392
289,Santarem,BRA,Para,241771,0.142122093877671
290,Volta Redonda,BRA,Rio de Janeiro,240315,0.1412662022749316
291,Novo Hamburgo,BRA,Rio Grande do Sul,239940,0.1410457631602151
292,Caucaia,BRA,Ceara,238738,0.1403391823178438
293,Santa Maria,BRA,Rio Grande do Sul,238473,0.1401834053434441
294,Cascavel,BRA,Parana,237510,0.1396173176968521
295,Guaruja,BRA,Sao Paulo,237206,0.1394386150545219
296,Ribeirao das Neves,BRA,Minas Gerais,232685,0.1367810010874996
297,Governador Valadares,BRA,Minas Gerais,231724,0.1362160891161861
298,Taubate,BRA,Sao Paulo,229130,0.134691238279987
299,Imperatriz,BRA,Maranhao,224564,0.1320071716191987
300,GravataI,BRA,Rio Grande do Sul,223011,0.1310942597654528
301,Embu,BRA,Sao Paulo,222223,0.1306310437057284
302,Mossoro,BRA,Rio Grande do Norte,214901,0.1263268965111836
303,Varzea Grande,BRA,Mato Grosso,214435,0.1260529641712958
304,Petrolina,BRA,Pernambuco,210540,0.1237633365664403
305,Barueri,BRA,Sao Paulo,208426,0.1225206477970784
306,Viamao,BRA,Rio Grande do Sul,207557,0.1220098168885753
307,Ipatinga,BRA,Minas Gerais,206338,0.1212932428063369
308,Juazeiro,BRA,Bahia,201073,0.118198277635717
309,Juazeiro do Norte,BRA,Ceara,199636,0.1173535549481233
310,Taboao da Serra,BRA,Sao Paulo,197550,0.1161273256326602
311,Sao Jose dos Pinhais,BRA,Parana,196884,0.1157358257649237
312,Mage,BRA,Rio de Janeiro,196147,0.1153025894248008
313,Suzano,BRA,Sao Paulo,195434,0.1148834611880198
314,Sao Leopoldo,BRA,Rio Grande do Sul,189258,0.1112529759280486
315,MarIlia,BRA,Sao Paulo,188691,0.1109196719865973
316,Sao Carlos,BRA,Sao Paulo,187122,0.1099973547306233
317,Sumare,BRA,Sao Paulo,186205,0.1094583076154366
318,Presidente Prudente,BRA,Sao Paulo,185340,0.1089498280574905
319,Divinopolis,BRA,Minas Gerais,185047,0.108777591629192
320,Sete Lagoas,BRA,Minas Gerais,182984,0.1075648825794315
321,Rio Grande,BRA,Rio Grande do Sul,182222,0.1071169502983276
322,Itabuna,BRA,Bahia,182148,0.1070734503130235
323,Jequie,BRA,Bahia,179128,0.1052981806425065
324,Arapiraca,BRA,Alagoas,178988,0.1052158833730123
325,Colombo,BRA,Parana,177764,0.1044963701025776
326,Americana,BRA,Sao Paulo,177409,0.104287687740646
327,Alvorada,BRA,Rio Grande do Sul,175574,0.1032090056726332
328,Araraquara,BRA,Sao Paulo,174381,0.102507715369015
329,ItaboraI,BRA,Rio de Janeiro,173977,0.1022702289627604
330,Santa Barbara dOeste,BRA,Sao Paulo,171657,0.1009064456397143
331,Nova Friburgo,BRA,Rio de Janeiro,170697,0.10034212150604
332,JacareI,BRA,Sao Paulo,170356,0.1001416688710578
333,Aracatuba,BRA,Sao Paulo,169303,0.0995226758369338
334,Barra Mansa,BRA,Rio de Janeiro,168953,0.0993169326631984
335,Praia Grande,BRA,Sao Paulo,168434,0.0990118449284307
336,Maraba,BRA,Para,167795,0.0986362166769538
337,Criciuma,BRA,Santa Catarina,167661,0.0985574464332951
338,Boa Vista,BRA,Roraima,167185,0.0982776357170149
339,Passo Fundo,BRA,Rio Grande do Sul,166343,0.0977826764247714
340,Dourados,BRA,Mato Grosso do Sul,164716,0.0968262645857214
341,Santa Luzia,BRA,Minas Gerais,164704,0.0968192105340505
342,Rio Claro,BRA,Sao Paulo,163551,0.0961414337360021
343,Maracanau,BRA,Ceara,162022,0.0952426299855979
344,Guarapuava,BRA,Parana,160510,0.094353819475061
345,Rondonopolis,BRA,Mato Grosso,155115,0.0911824354113393
346,Sao Jose,BRA,Santa Catarina,155105,0.0911765570349469
347,Cachoeiro de Itapemirim,BRA,EspIrito Santo,155024,0.0911289421861681
348,Nilopolis,BRA,Rio de Janeiro,153383,0.0901643006201687
349,Itapevi,BRA,Sao Paulo,150664,0.0885659700790641
350,Cabo de Santo Agostinho,BRA,Pernambuco,149964,0.0881544837315933
351,Camacari,BRA,Bahia,149146,0.0876736325426917
352,Sobral,BRA,Ceara,146005,0.0858272345178261
353,ItajaI,BRA,Santa Catarina,145197,0.085352261705317
354,Chapeco,BRA,Santa Catarina,144158,0.0847414983981424
355,Cotia,BRA,Sao Paulo,140042,0.0823219586750139
356,Lages,BRA,Santa Catarina,139570,0.0820444993092907
357,Ferraz de Vasconcelos,BRA,Sao Paulo,139283,0.0818757899068277
358,Indaiatuba,BRA,Sao Paulo,135968,0.0799271081327337
359,Hortolandia,BRA,Sao Paulo,135755,0.0798018987155747
360,Caxias,BRA,Maranhao,133980,0.0787584869059166
361,Sao Caetano do Sul,BRA,Sao Paulo,133321,0.0783711019016547
362,Itu,BRA,Sao Paulo,132736,0.078027216882697
363,Nossa Senhora do Socorro,BRA,Sergipe,131351,0.077213061752344
364,ParnaIba,BRA,PiauI,129756,0.0762754607177497
365,Pocos de Caldas,BRA,Minas Gerais,129683,0.0762325485700849
366,Teresopolis,BRA,Rio de Janeiro,128079,0.0752896569967375
367,Barreiras,BRA,Bahia,127801,0.0751262381330276
368,Castanhal,BRA,Para,127634,0.0750280692472739
369,Alagoinhas,BRA,Bahia,126820,0.0745495694089292
370,Itapecerica da Serra,BRA,Sao Paulo,126672,0.0744625694383211
371,uruguaiana,BRA,Rio Grande do Sul,126305,0.0742468330247185
372,Paranagua,BRA,Parana,126076,0.0741122182053316
373,Ibirite,BRA,Minas Gerais,125982,0.0740569614672427
374,Timon,BRA,Maranhao,125812,0.0739570290685712
375,Luziania,BRA,Goias,125597,0.0738306439761337
376,Macae,BRA,Rio de Janeiro,125597,0.0738306439761337
377,Teofilo Otoni,BRA,Minas Gerais,124489,0.0731793198718514
378,Moji-Guacu,BRA,Sao Paulo,123782,0.0727637186609058
379,Palmas,BRA,Tocantins,121919,0.0716685771389942
380,Pindamonhangaba,BRA,Sao Paulo,121904,0.0716597595744055
381,Francisco Morato,BRA,Sao Paulo,121197,0.07124415836346
382,Bage,BRA,Rio Grande do Sul,120793,0.0710066719572054
383,Sapucaia do Sul,BRA,Rio Grande do Sul,120217,0.0706680774770008
384,Cabo Frio,BRA,Rio de Janeiro,119503,0.0702483614025806
385,Itapetininga,BRA,Sao Paulo,119391,0.0701825235869852
386,Patos de Minas,BRA,Minas Gerais,119262,0.0701066925315228
387,Camaragibe,BRA,Pernambuco,118968,0.069933868265585
388,Braganca Paulista,BRA,Sao Paulo,116929,0.0687352673191664
389,Queimados,BRA,Rio de Janeiro,115020,0.0676130852658495
390,AraguaIna,BRA,Tocantins,114948,0.067570760955824
391,Garanhuns,BRA,Pernambuco,114603,0.0673679569702848
392,Vitoria de Santo Antao,BRA,Pernambuco,113595,0.0667754166299268
393,Santa Rita,BRA,ParaIba,113135,0.0665050113158745
394,Barbacena,BRA,Minas Gerais,113079,0.0664720924080768
395,Abaetetuba,BRA,Para,111258,0.0654016400670134
396,Jau,BRA,Sao Paulo,109965,0.0646415659994709
397,Lauro de Freitas,BRA,Bahia,109236,0.064213032360462
398,Franco da Rocha,BRA,Sao Paulo,108964,0.0640531405225876
399,Teixeira de Freitas,BRA,Bahia,108441,0.063745701437263
400,Varginha,BRA,Minas Gerais,108314,0.063671046057079
401,Ribeirao Pires,BRA,Sao Paulo,108121,0.0635575933927049
402,Sabara,BRA,Minas Gerais,107781,0.0633577285953619
403,Catanduva,BRA,Sao Paulo,107761,0.063345971842577
404,Rio Verde,BRA,Goias,107755,0.0633424448167416
405,Botucatu,BRA,Sao Paulo,107663,0.0632883637539311
406,Colatina,BRA,EspIrito Santo,107354,0.0631067219234047
407,Santa Cruz do Sul,BRA,Rio Grande do Sul,106734,0.0627422625870734
408,Linhares,BRA,EspIrito Santo,106278,0.0624742086235781
409,Apucarana,BRA,Parana,105114,0.0617899656114981
410,Barretos,BRA,Sao Paulo,104156,0.0612268171531023
411,Guaratingueta,BRA,Sao Paulo,103433,0.0608018105399288
412,Cachoeirinha,BRA,Rio Grande do Sul,103240,0.0606883578755547
413,Codo,BRA,Maranhao,103153,0.0606372160009405
414,Jaragua do Sul,BRA,Santa Catarina,102580,0.0603003850336537
415,Cubatao,BRA,Sao Paulo,102372,0.0601781148046909
416,Itabira,BRA,Minas Gerais,102217,0.0600869999706081
417,Itaituba,BRA,Para,101320,0.0595597096082062
418,Araras,BRA,Sao Paulo,101046,0.0593986420950533
419,Resende,BRA,Rio de Janeiro,100627,0.0591523381242101
420,Atibaia,BRA,Sao Paulo,100356,0.0589930341239749
421,Pouso Alegre,BRA,Minas Gerais,100028,0.0588002233783029
422,Toledo,BRA,Parana,99387,0.0584234194515474
423,Crato,BRA,Ceara,98965,0.0581753519677864
424,Passos,BRA,Minas Gerais,98570,0.057943156100285
425,Araguari,BRA,Minas Gerais,98399,0.0578426358639743
426,Sao Jose de Ribamar,BRA,Maranhao,98318,0.0577950210151956
427,Pinhais,BRA,Parana,98198,0.0577244804984863
428,Sertaozinho,BRA,Sao Paulo,98140,0.0576903859154101
429,Conselheiro Lafaiete,BRA,Minas Gerais,97507,0.0573182846897686
430,Paulo Afonso,BRA,Bahia,97291,0.0571913117596919
431,Angra dos Reis,BRA,Rio de Janeiro,96864,0.0569403050877347
432,Eunapolis,BRA,Bahia,96610,0.0567909943273667
433,Salto,BRA,Sao Paulo,96348,0.0566369808658848
434,Ourinhos,BRA,Sao Paulo,96291,0.0566034741204479
435,Parnamirim,BRA,Rio Grande do Norte,96210,0.0565558592716691
436,Jacobina,BRA,Bahia,96131,0.0565094200981688
437,Coronel Fabriciano,BRA,Minas Gerais,95933,0.0563930282455985
438,Birigui,BRA,Sao Paulo,94685,0.055659406871822
439,TatuI,BRA,Sao Paulo,93897,0.0551961908120977
440,Ji-Parana,BRA,Rondonia,93346,0.0548722922728742
441,Bacabal,BRA,Maranhao,93121,0.0547400288040443
442,Cameta,BRA,Para,92779,0.0545389883314228
443,GuaIba,BRA,Rio Grande do Sul,92224,0.0542127384416424
444,Sao Lourenco da Mata,BRA,Pernambuco,91999,0.0540804749728125
445,Santana do Livramento,BRA,Rio Grande do Sul,91779,0.0539511506921788
446,Votorantim,BRA,Sao Paulo,91777,0.0539499750169003
447,Campo Largo,BRA,Parana,91203,0.0536125562119742
448,Patos,BRA,ParaIba,90519,0.0532104752667313
449,Ituiutaba,BRA,Minas Gerais,90507,0.0532034212150603
450,Corumba,BRA,Mato Grosso do Sul,90111,0.0529706375099197
451,Palhoca,BRA,Santa Catarina,89465,0.0525908943949681
452,Barra do PiraI,BRA,Rio de Janeiro,89388,0.0525456308967463
453,Bento Goncalves,BRA,Rio Grande do Sul,89254,0.0524668606530876
454,Poa,BRA,Sao Paulo,89236,0.0524562795755812
455,aguas Lindas de Goias,BRA,Goias,89200,0.0524351174205684
456,London,GBR,England,7285000,12.218357222164451
457,Birmingham,GBR,England,1013000,1.6989973735144257
458,Glasgow,GBR,Scotland,619680,1.0393234870872845
459,Liverpool,GBR,England,461000,0.7731863664266043
460,Edinburgh,GBR,Scotland,450180,0.7550391289326003
461,Sheffield,GBR,England,431607,0.7238886074930313
462,Manchester,GBR,England,430000,0.7211933569705854
463,Leeds,GBR,England,424194,0.711455569457629
464,Bristol,GBR,England,402000,0.6742319290748263
465,Cardiff,GBR,Wales,321000,0.5383792269478092
466,Coventry,GBR,England,304000,0.5098669314396697
467,Leicester,GBR,England,294000,0.49309499290547
468,Bradford,GBR,England,289376,0.4853396485272561
469,Belfast,GBR,North Ireland,287500,0.4821932328582402
470,Nottingham,GBR,England,287000,0.4813546359315303
471,Kingston upon Hull,GBR,England,262000,0.4394247895960311
472,Plymouth,GBR,England,253000,0.4243300449152514
473,Stoke-on-Trent,GBR,England,252000,0.4226528510618314
474,Wolverhampton,GBR,England,242000,0.4058809125276318
475,Derby,GBR,England,236000,0.3958177494071119
476,Swansea,GBR,Wales,230000,0.3857545862865922
477,Southampton,GBR,England,216000,0.3622738723387126
478,Aberdeen,GBR,Scotland,213070,0.3573596943481921
479,Northampton,GBR,England,196000,0.3287299952703133
480,Dudley,GBR,England,192171,0.3223080200055682
481,Portsmouth,GBR,England,190000,0.3186668321497935
482,Newcastle upon Tyne,GBR,England,189150,0.3172412173743865
483,Sunderland,GBR,England,183310,0.3074464052704139
484,Luton,GBR,England,183000,0.3069264751758537
485,Swindon,GBR,England,180000,0.3018948936155939
486,Southend-on-Sea,GBR,England,176000,0.295186118201914
487,Walsall,GBR,England,174739,0.2930711767527514
488,Bournemouth,GBR,England,162000,0.2717054042540345
489,Peterborough,GBR,England,156000,0.2616422411335147
490,Brighton,GBR,England,156124,0.2618502131713388
491,Blackpool,GBR,England,151000,0.2532562718664148
492,Dundee,GBR,Scotland,146690,0.2460275663581748
493,West Bromwich,GBR,England,146386,0.2455176994267351
494,Reading,GBR,England,148000,0.2482246903061549
495,Oldbury/Smethwick (Warley),GBR,England,145542,0.2441021478144487
496,Middlesbrough,GBR,England,145000,0.243193108745895
497,Huddersfield,GBR,England,143726,0.241056363776638
498,Oxford,GBR,England,144000,0.2415159148924751
499,Poole,GBR,England,141000,0.2364843333322152
500,Bolton,GBR,England,139020,0.2331634895024437
501,Blackburn,GBR,England,140000,0.2348071394787952
502,Newport,GBR,Wales,139000,0.2331299456253752
503,Preston,GBR,England,135000,0.2264211702116954
504,Stockport,GBR,England,132813,0.2227531472542659
505,Norwich,GBR,England,124000,0.2079720378240757
506,Rotherham,GBR,England,121380,0.2035777899281154
507,Cambridge,GBR,England,121000,0.2029404562638159
508,Watford,GBR,England,113080,0.1896570809447297
509,Ipswich,GBR,England,114000,0.1912000992898761
510,Slough,GBR,England,112000,0.1878457115830361
511,Exeter,GBR,England,111000,0.1861685177296162
512,Cheltenham,GBR,England,106000,0.1777825484625164
513,Gloucester,GBR,England,107000,0.1794597423159363
514,Saint Helens,GBR,England,106293,0.1782739662615684
515,Sutton Coldfield,GBR,England,106001,0.1777842256563698
516,York,GBR,England,104425,0.1751409681433799
517,Oldham,GBR,England,103931,0.1743124343797905
518,Basildon,GBR,England,100924,0.1692691124625566
519,Worthing,GBR,England,100000,0.1677193853419966
520,Chelmsford,GBR,England,97451,0.1634442182096291
521,Colchester,GBR,England,96063,0.1611162731410821
522,Crawley,GBR,England,97000,0.1626878037817367
523,Gillingham,GBR,England,92000,0.1543018345146368
524,Solihull,GBR,England,94531,0.1585468121576428
525,Rochdale,GBR,England,94313,0.1581811838975972
526,Birkenhead,GBR,England,93087,0.1561249442333043
527,Worcester,GBR,England,95000,0.1593334160748967
528,Hartlepool,GBR,England,92000,0.1543018345146368
529,Halifax,GBR,England,91069,0.1527403670371028
530,Woking/Byfleet,GBR,England,92000,0.1543018345146368
531,Southport,GBR,England,90959,0.1525558757132266
532,Maidstone,GBR,England,90878,0.1524200230110996
533,Eastbourne,GBR,England,90000,0.1509474468077969
534,Grimsby,GBR,England,89000,0.149270252954377
535,Saint Helier,GBR,Jersey,27523,0.0461614064276777
536,Douglas,GBR,,23487,0.0393922520352747
537,Road Town,VGB,Tortola,8000,38.095238095238095
538,Bandar Seri Begawan,BRN,Brunei and Muara,21484,6.550000000000001
539,Sofija,BGR,Grad Sofija,1122302,13.701815429317902
540,Plovdiv,BGR,Plovdiv,342584,4.182495208096791
541,Varna,BGR,Varna,299801,3.660171653908606
542,Burgas,BGR,Burgas,195255,2.383803977584881
543,Ruse,BGR,Ruse,166467,2.032340768413728
544,Stara Zagora,BGR,Haskovo,147939,1.8061385195766035
545,Pleven,BGR,Lovec,121952,1.4888717967500518
546,Sliven,BGR,Burgas,105530,1.288381008192018
547,Dobric,BGR,Varna,100399,1.2257383193544054
548,Sumen,BGR,Varna,94686,1.1559901842288394
549,Ouagadougou,BFA,Kadiogo,824000,6.902906928038871
550,Bobo-Dioulasso,BFA,Houet,300000,2.5131942699170646
551,Koudougou,BFA,Boulkiemde,105000,0.8796179944709727
552,Bujumbura,BDI,Bujumbura,300000,4.480955937266617
553,George Town,CYM,Grand Cayman,19600,51.578947368421055
554,Santiago de Chile,CHL,Santiago,4703954,30.92468608244034
555,Puente Alto,CHL,Santiago,386236,2.5391887449871806
556,Vina del Mar,CHL,ValparaIso,312493,2.05438827164552
557,ValparaIso,CHL,ValparaIso,293800,1.9314969430017752
558,Talcahuano,CHL,BIobIo,277752,1.825994346196831
559,Antofagasta,CHL,Antofagasta,251429,1.6529419499046742
560,San Bernardo,CHL,Santiago,241910,1.5903622378541846
561,Temuco,CHL,La AraucanIa,233041,1.53205574912892
562,Concepcion,CHL,BIobIo,217664,1.4309644336335543
563,Rancagua,CHL,OHiggins,212977,1.4001512063638155
564,Arica,CHL,Tarapaca,189036,1.242758530011176
565,Talca,CHL,Maule,187557,1.233035303398856
566,Chillan,CHL,BIobIo,178182,1.1714022746696469
567,Iquique,CHL,Tarapaca,177892,1.1694957596476234
568,Los Angeles,CHL,BIobIo,158215,1.040135428308461
569,Puerto Montt,CHL,Los Lagos,152194,1.0005522319374138
570,Coquimbo,CHL,Coquimbo,143353,0.9424298205246204
571,Osorno,CHL,Los Lagos,141468,0.9300374728814672
572,La Serena,CHL,Coquimbo,137409,0.903352836762869
573,Calama,CHL,Antofagasta,137265,0.9024061534415884
574,Valdivia,CHL,Los Lagos,133106,0.8750640983498783
575,Punta Arenas,CHL,Magallanes,125631,0.8259220301097889
576,Copiapo,CHL,Atacama,120128,0.7897442640194596
577,Quilpue,CHL,ValparaIso,118857,0.7813884688712117
578,Curico,CHL,Maule,115766,0.7610676484123332
579,Ovalle,CHL,Coquimbo,94854,0.6235881927552429
580,Coronel,CHL,BIobIo,93061,0.6118006705673525
581,San Pedro de la Paz,CHL,BIobIo,91684,0.6027480113076064
582,Melipilla,CHL,Santiago,91056,0.5986194201564657
583,Avarua,COK,Rarotonga,11900,59.5
584,San Jose,CRI,San Jose,339131,8.429803629132488
585,Djibouti,DJI,Djibouti,383000,60.03134796238244
586,Roseau,DMA,St George,16243,22.877464788732397
587,Santo Domingo de Guzman,DOM,Distrito Nacional,1609966,18.951924661565627
588,Santiago de los Caballeros,DOM,Santiago,365463,4.302095350206003
589,La Romana,DOM,La Romana,140204,1.6504296645085343
590,San Pedro de MacorIs,DOM,San Pedro de MacorIs,124735,1.468334314302531
591,San Francisco de MacorIs,DOM,Duarte,108485,1.2770453207769277
592,San Felipe de Puerto Plata,DOM,Puerto Plata,89423,1.052654502648617
593,Guayaquil,ECu,Guayas,2070040,16.36912857820655
594,Quito,ECu,Pichincha,1573458,12.44233749802309
595,Cuenca,ECu,Azuay,270353,2.137853866835363
596,Machala,ECu,El Oro,210368,1.663514154673415
597,Santo Domingo de los Colorados,ECu,Pichincha,202111,1.5982207812747111
598,Portoviejo,ECu,ManabI,176413,1.3950102799304127
599,Ambato,ECu,Tungurahua,169612,1.3412304285940218
600,Manta,ECu,ManabI,164739,1.3026965048236596
601,Duran [Eloy Alfaro],ECu,Guayas,152514,1.2060256207496445
602,Ibarra,ECu,Imbabura,130643,1.0330776530128103
603,Quevedo,ECu,Los RIos,129631,1.025075122568401
604,Milagro,ECu,Guayas,124177,0.9819468606674048
605,Loja,ECu,Loja,123875,0.9795587537561284
606,RIobamba,ECu,Chimborazo,123163,0.9739285149454372
607,Esmeraldas,ECu,Esmeraldas,123045,0.972995413569508
608,Cairo,EGY,Kairo,6789479,9.91599094493939
609,Alexandria,EGY,Aleksandria,3328196,4.860809113480356
610,Giza,EGY,Giza,2221868,3.245024098145173
611,Shubra al-Khayma,EGY,al-Qalyubiya,870716,1.2716751862129398
612,Port Said,EGY,Port Said,469533,0.6857499634876588
613,Suez,EGY,Suez,417610,0.6099167518621295
614,al-Mahallat al-Kubra,EGY,al-Gharbiya,395402,0.5774821089528261
615,Tanta,EGY,al-Gharbiya,371010,0.5418577479187965
616,al-Mansura,EGY,al-Daqahliya,369621,0.5398291222433182
617,Luxor,EGY,Luxor,360503,0.526512341171316
618,Asyut,EGY,Asyut,343498,0.5016766467065868
619,Bahtim,EGY,al-Qalyubiya,275807,0.402814371257485
620,Zagazig,EGY,al-Sharqiya,267351,0.3904644369796991
621,al-Faiyum,EGY,al-Faiyum,260964,0.3811362640572513
622,Ismailia,EGY,Ismailia,254477,0.3716620417701183
623,Kafr al-Dawwar,EGY,al-Buhayra,231978,0.3388023952095808
624,Assuan,EGY,Assuan,219017,0.3198729370527238
625,Damanhur,EGY,al-Buhayra,212203,0.3099211333430699
626,al-Minya,EGY,al-Minya,201360,0.2940850007302468
627,Bani Suwayf,EGY,Bani Suwayf,172032,0.2512516430553527
628,Qina,EGY,Qina,171275,0.2501460493646852
629,Sawhaj,EGY,Sawhaj,170125,0.2484664816708047
630,Shibin al-Kawm,EGY,al-Minufiya,159909,0.2335460785745582
631,Bulaq al-Dakrur,EGY,Giza,148787,0.2173024682342632
632,Banha,EGY,al-Qalyubiya,145792,0.2129282897619395
633,Warraq al-Arab,EGY,Giza,127108,0.1856404264641449
634,Kafr al-Shaykh,EGY,Kafr al-Shaykh,124819,0.1822973565064992
635,Mallawi,EGY,al-Minya,119283,0.174212063677523
636,Bilbays,EGY,al-Sharqiya,113608,0.1659237622316343
637,Mit Ghamr,EGY,al-Daqahliya,101801,0.1486797137432452
638,al-Arish,EGY,Shamal Sina,100447,0.1467022053454067
639,Talkha,EGY,al-Daqahliya,97700,0.1426902292975025
640,Qalyub,EGY,al-Qalyubiya,97200,0.1419599824740762
641,Jirja,EGY,Sawhaj,95400,0.1393310939097415
642,Idfu,EGY,Qina,94200,0.1375785015335183
643,al-Hawamidiya,EGY,Giza,91700,0.1339272674163867
644,Disuq,EGY,Kafr al-Shaykh,91300,0.1333430699576457
645,San Salvador,SLV,San Salvador,415346,6.6180050987890375
646,Santa Ana,SLV,Santa Ana,139389,2.220984703632887
647,Mejicanos,SLV,San Salvador,138800,2.211599745060548
648,Soyapango,SLV,San Salvador,129800,2.068196303377948
649,San Miguel,SLV,San Miguel,127696,2.0346717654557045
650,Nueva San Salvador,SLV,La Libertad,98400,1.5678776290630976
651,Apopa,SLV,San Salvador,88800,1.4149139579349903
652,Asmara,ERI,Maekel,431000,11.194805194805197
653,Madrid,ESP,Madrid,2879052,7.299512952027929
654,Barcelona,ESP,Katalonia,1503451,3.811831133039397
655,Valencia,ESP,Valencia,739412,1.8746960704026447
656,Sevilla,ESP,Andalusia,701927,1.779657063463289
657,Zaragoza,ESP,Aragonia,603367,1.529769254367839
658,Malaga,ESP,Andalusia,530553,1.34515753631309
659,Bilbao,ESP,Baskimaa,357589,0.906626742762102
660,Las Palmas de Gran Canaria,ESP,Canary Islands,354757,0.8994465248708854
661,Murcia,ESP,Murcia,353504,0.8962696841160498
662,Palma de Mallorca,ESP,Balears,326993,0.8290540215051583
663,Valladolid,ESP,Castilla and Leon,319998,0.8113189847293599
664,Cordoba,ESP,Andalusia,311708,0.7903006209164412
665,Vigo,ESP,Galicia,283670,0.7192134213281882
666,Alicante [Alacant],ESP,Valencia,272432,0.6907207346539322
667,Gijon,ESP,Asturia,267980,0.679433188731723
668,LHospitalet de Llobregat,ESP,Katalonia,247986,0.6287406475887196
669,Granada,ESP,Andalusia,244767,0.6205792346678769
670,A Coruna (La Coruna),ESP,Galicia,243402,0.6171184304936146
671,Vitoria-Gasteiz,ESP,Baskimaa,217154,0.550569574840841
